sec_name,LASTDELIVERY_DATE,bond_cd,ptmyear,anal_precupn,nxcupn,couponrate,interestfrequency
T1606.CFE,20160616,130011.IB,6.934246575342466,2016-05-23 00:00:00,2016-11-23 00:00:00,3.38,2
T1606.CFE,20160616,130018.IB,7.183060109289618,2016-02-22 00:00:00,2016-08-22 00:00:00,4.08,2
T1606.CFE,20160616,140005.IB,7.758904109589041,2016-03-20 00:00:00,2016-09-20 00:00:00,4.42,2
T1606.CFE,20160616,140021.IB,8.256830601092895,2016-03-18 00:00:00,2016-09-18 00:00:00,4.13,2
T1606.CFE,20160616,150005.IB,8.813698630136987,2016-04-09 00:00:00,2016-10-09 00:00:00,3.64,2
T1606.CFE,20160616,150016.IB,9.081967213114755,2016-01-16 00:00:00,2016-07-16 00:00:00,3.51,2
T1606.CFE,20160616,150023.IB,9.330601092896174,2016-04-15 00:00:00,2016-10-15 00:00:00,2.99,2
T1606.CFE,20160616,160004.IB,9.617486338797814,1899-12-30 00:00:00,2016-07-28 00:00:00,2.85,2
T1606.CFE,20160616,160006.IB,6.750684931506849,1899-12-30 00:00:00,2017-03-17 00:00:00,2.75,1
T1606.CFE,20160616,160010.IB,9.884931506849314,1899-12-30 00:00:00,2016-11-05 00:00:00,2.9,2
T1609.CFE,20160914,050004.IB,8.665753424657535,2016-05-15 00:00:00,2016-11-15 00:00:00,4.11,2
T1609.CFE,20160914,060009.IB,9.780821917808218,2016-06-26 00:00:00,2016-12-26 00:00:00,3.7,2
T1609.CFE,20160914,080023.IB,7.202185792349727,2016-05-27 00:00:00,2016-11-27 00:00:00,3.62,2
T1609.CFE,20160914,090011.IB,7.739726027397261,2016-06-11 00:00:00,2016-12-11 00:00:00,3.69,2
T1609.CFE,20160914,130011.IB,6.6876712328767125,2016-05-23 00:00:00,2016-11-23 00:00:00,3.38,2
T1609.CFE,20160914,130018.IB,6.936986301369863,2016-08-22 00:00:00,2017-02-22 00:00:00,4.08,2
T1609.CFE,20160914,140012.IB,7.761643835616439,2016-06-19 00:00:00,2016-12-19 00:00:00,4.0,2
T1609.CFE,20160914,140029.IB,8.259562841530055,2016-06-18 00:00:00,2016-12-18 00:00:00,3.77,2
T1609.CFE,20160914,150005.IB,8.567123287671233,2016-04-09 00:00:00,2016-10-09 00:00:00,3.64,2
T1609.CFE,20160914,150016.IB,8.835616438356164,2016-07-16 00:00:00,2017-01-16 00:00:00,3.51,2
T1609.CFE,20160914,150023.IB,9.084699453551913,2016-04-15 00:00:00,2016-10-15 00:00:00,2.99,2
T1609.CFE,20160914,160004.IB,9.371584699453551,2016-07-28 00:00:00,2017-01-28 00:00:00,2.85,2
T1609.CFE,20160914,160006.IB,6.504109589041096,1899-12-30 00:00:00,2017-03-17 00:00:00,2.75,1
T1609.CFE,20160914,160010.IB,9.638356164383561,1899-12-30 00:00:00,2016-11-05 00:00:00,2.9,2
T1609.CFE,20160914,160014.IB,6.7534246575342465,1899-12-30 00:00:00,2017-06-16 00:00:00,2.95,1
T1609.CFE,20160914,160017.IB,9.887671232876713,1899-12-30 00:00:00,2017-02-04 00:00:00,2.74,2
T1609.CFE,20160914,160020.IB,6.964383561643835,1899-12-30 00:00:00,2017-09-01 00:00:00,2.75,1
T1612.CFE,20161214,050004.IB,8.416438356164383,2016-11-15 00:00:00,2017-05-15 00:00:00,4.11,2
T1612.CFE,20161214,080023.IB,6.953424657534247,2016-11-27 00:00:00,2017-05-27 00:00:00,3.62,2
T1612.CFE,20161214,130018.IB,6.6876712328767125,2016-08-22 00:00:00,2017-02-22 00:00:00,4.08,2
T1612.CFE,20161214,140005.IB,7.263013698630137,2016-09-20 00:00:00,2017-03-20 00:00:00,4.42,2
T1612.CFE,20161214,140021.IB,7.761643835616439,2016-09-18 00:00:00,2017-03-18 00:00:00,4.13,2
T1612.CFE,20161214,150005.IB,8.317808219178083,2016-10-09 00:00:00,2017-04-09 00:00:00,3.64,2
T1612.CFE,20161214,150016.IB,8.586301369863014,2016-07-16 00:00:00,2017-01-16 00:00:00,3.51,2
T1612.CFE,20161214,150023.IB,8.835616438356164,2016-10-15 00:00:00,2017-04-15 00:00:00,2.99,2
T1612.CFE,20161214,160004.IB,9.12295081967213,2016-07-28 00:00:00,2017-01-28 00:00:00,2.85,2
T1612.CFE,20161214,160010.IB,9.389041095890411,2016-11-05 00:00:00,2017-05-05 00:00:00,2.9,2
T1612.CFE,20161214,160014.IB,6.504109589041096,1899-12-30 00:00:00,2017-06-16 00:00:00,2.95,1
T1612.CFE,20161214,160017.IB,9.638356164383561,1899-12-30 00:00:00,2017-02-04 00:00:00,2.74,2
T1612.CFE,20161214,160020.IB,6.715068493150685,1899-12-30 00:00:00,2017-09-01 00:00:00,2.75,1
T1612.CFE,20161214,160023.IB,9.887671232876713,1899-12-30 00:00:00,2017-05-03 00:00:00,2.7,2
T1612.CFE,20161214,160025.IB,6.926027397260274,1899-12-30 00:00:00,2017-11-17 00:00:00,2.79,1
T1703.CFE,20170315,050004.IB,8.167123287671233,2016-11-15 00:00:00,2017-05-15 00:00:00,4.11,2
T1703.CFE,20170315,060009.IB,9.282191780821918,2016-12-26 00:00:00,2017-06-26 00:00:00,3.7,2
T1703.CFE,20170315,080023.IB,6.704109589041096,2016-11-27 00:00:00,2017-05-27 00:00:00,3.62,2
T1703.CFE,20170315,090011.IB,7.241095890410959,2016-12-11 00:00:00,2017-06-11 00:00:00,3.69,2
T1703.CFE,20170315,140012.IB,7.263013698630137,2016-12-19 00:00:00,2017-06-19 00:00:00,4.0,2
T1703.CFE,20170315,140029.IB,7.761643835616439,2016-12-18 00:00:00,2017-06-18 00:00:00,3.77,2
T1703.CFE,20170315,150005.IB,8.068493150684931,2016-10-09 00:00:00,2017-04-09 00:00:00,3.64,2
T1703.CFE,20170315,150016.IB,8.336986301369864,2017-01-16 00:00:00,2017-07-16 00:00:00,3.51,2
T1703.CFE,20170315,150023.IB,8.586301369863014,2016-10-15 00:00:00,2017-04-15 00:00:00,2.99,2
T1703.CFE,20170315,160004.IB,8.873972602739727,2017-01-28 00:00:00,2017-07-28 00:00:00,2.85,2
T1703.CFE,20170315,160010.IB,9.139726027397261,2016-11-05 00:00:00,2017-05-05 00:00:00,2.9,2
T1703.CFE,20170315,160017.IB,9.389041095890411,2017-02-04 00:00:00,2017-08-04 00:00:00,2.74,2
T1703.CFE,20170315,160020.IB,6.465753424657534,1899-12-30 00:00:00,2017-09-01 00:00:00,2.75,1
T1703.CFE,20170315,160023.IB,9.638356164383561,1899-12-30 00:00:00,2017-05-03 00:00:00,2.7,2
T1703.CFE,20170315,160025.IB,6.676712328767123,1899-12-30 00:00:00,2017-11-17 00:00:00,2.79,1
T1703.CFE,20170315,170004.IB,9.906849315068493,1899-12-30 00:00:00,2017-08-09 00:00:00,3.4,2
T1706.CFE,20170614,050004.IB,7.917808219178082,2017-05-15 00:00:00,2017-11-15 00:00:00,4.11,2
T1706.CFE,20170614,070013.IB,10.172602739726027,2017-02-16 00:00:00,2017-08-16 00:00:00,4.52,2
T1706.CFE,20170614,140005.IB,6.764383561643836,2017-03-20 00:00:00,2017-09-20 00:00:00,4.42,2
T1706.CFE,20170614,140021.IB,7.263013698630137,2017-03-18 00:00:00,2017-09-18 00:00:00,4.13,2
T1706.CFE,20170614,150005.IB,7.8191780821917805,2017-04-09 00:00:00,2017-10-09 00:00:00,3.64,2
T1706.CFE,20170614,150016.IB,8.087671232876712,2017-01-16 00:00:00,2017-07-16 00:00:00,3.51,2
T1706.CFE,20170614,150023.IB,8.336986301369864,2017-04-15 00:00:00,2017-10-15 00:00:00,2.99,2
T1706.CFE,20170614,160004.IB,8.624657534246575,2017-01-28 00:00:00,2017-07-28 00:00:00,2.85,2
T1706.CFE,20170614,160010.IB,8.89041095890411,2017-05-05 00:00:00,2017-11-05 00:00:00,2.9,2
T1706.CFE,20170614,160017.IB,9.139726027397261,2017-02-04 00:00:00,2017-08-04 00:00:00,2.74,2
T1706.CFE,20170614,160023.IB,9.389041095890411,2017-05-03 00:00:00,2017-11-03 00:00:00,2.7,2
T1706.CFE,20170614,170004.IB,9.657534246575342,1899-12-30 00:00:00,2017-08-09 00:00:00,3.4,2
T1706.CFE,20170614,170006.IB,6.7534246575342465,1899-12-30 00:00:00,2018-03-16 00:00:00,3.2,1
T1706.CFE,20170614,170010.IB,9.887671232876713,1899-12-30 00:00:00,2017-11-04 00:00:00,3.52,2
T1709.CFE,20170913,050004.IB,7.668493150684932,2017-05-15 00:00:00,2017-11-15 00:00:00,4.11,2
T1709.CFE,20170913,060009.IB,8.783561643835617,2017-06-26 00:00:00,2017-12-26 00:00:00,3.7,2
T1709.CFE,20170913,070013.IB,9.923287671232877,2017-08-16 00:00:00,2018-02-16 00:00:00,4.52,2
T1709.CFE,20170913,090011.IB,6.742465753424657,2017-06-11 00:00:00,2017-12-11 00:00:00,3.69,2
T1709.CFE,20170913,140012.IB,6.764383561643836,2017-06-19 00:00:00,2017-12-19 00:00:00,4.0,2
T1709.CFE,20170913,140029.IB,7.263013698630137,2017-06-18 00:00:00,2017-12-18 00:00:00,3.77,2
T1709.CFE,20170913,150005.IB,7.5698630136986305,2017-04-09 00:00:00,2017-10-09 00:00:00,3.64,2
T1709.CFE,20170913,150016.IB,7.838356164383562,2017-07-16 00:00:00,2018-01-16 00:00:00,3.51,2
T1709.CFE,20170913,150023.IB,8.087671232876712,2017-04-15 00:00:00,2017-10-15 00:00:00,2.99,2
T1709.CFE,20170913,160004.IB,8.375342465753425,2017-07-28 00:00:00,2018-01-28 00:00:00,2.85,2
T1709.CFE,20170913,160010.IB,8.64109589041096,2017-05-05 00:00:00,2017-11-05 00:00:00,2.9,2
T1709.CFE,20170913,160017.IB,8.89041095890411,2017-08-04 00:00:00,2018-02-04 00:00:00,2.74,2
T1709.CFE,20170913,160023.IB,9.139726027397261,2017-05-03 00:00:00,2017-11-03 00:00:00,2.7,2
T1709.CFE,20170913,170004.IB,9.408219178082192,2017-08-09 00:00:00,2018-02-09 00:00:00,3.4,2
T1709.CFE,20170913,170006.IB,6.504109589041096,1899-12-30 00:00:00,2018-03-16 00:00:00,3.2,1
T1709.CFE,20170913,170010.IB,9.638356164383561,1899-12-30 00:00:00,2017-11-04 00:00:00,3.52,2
T1709.CFE,20170913,170013.IB,6.772602739726027,1899-12-30 00:00:00,2018-06-22 00:00:00,3.57,1
T1709.CFE,20170913,170018.IB,9.887671232876713,1899-12-30 00:00:00,2018-02-03 00:00:00,3.59,2
T1712.CFE,20171213,050004.IB,7.419178082191781,2017-11-15 00:00:00,2018-05-15 00:00:00,4.11,2
T1712.CFE,20171213,070013.IB,9.673972602739726,2017-08-16 00:00:00,2018-02-16 00:00:00,4.52,2
T1712.CFE,20171213,140021.IB,6.764383561643836,2017-09-18 00:00:00,2018-03-18 00:00:00,4.13,2
T1712.CFE,20171213,150005.IB,7.32054794520548,2017-10-09 00:00:00,2018-04-09 00:00:00,3.64,2
T1712.CFE,20171213,150016.IB,7.589041095890411,2017-07-16 00:00:00,2018-01-16 00:00:00,3.51,2
T1712.CFE,20171213,150023.IB,7.838356164383562,2017-10-15 00:00:00,2018-04-15 00:00:00,2.99,2
T1712.CFE,20171213,160004.IB,8.126027397260273,2017-07-28 00:00:00,2018-01-28 00:00:00,2.85,2
T1712.CFE,20171213,160010.IB,8.391780821917807,2017-11-05 00:00:00,2018-05-05 00:00:00,2.9,2
T1712.CFE,20171213,160017.IB,8.64109589041096,2017-08-04 00:00:00,2018-02-04 00:00:00,2.74,2
T1712.CFE,20171213,160023.IB,8.89041095890411,2017-11-03 00:00:00,2018-05-03 00:00:00,2.7,2
T1712.CFE,20171213,170004.IB,9.158904109589042,2017-08-09 00:00:00,2018-02-09 00:00:00,3.4,2
T1712.CFE,20171213,170010.IB,9.389041095890411,2017-11-04 00:00:00,2018-05-04 00:00:00,3.52,2
T1712.CFE,20171213,170013.IB,6.523287671232877,1899-12-30 00:00:00,2018-06-22 00:00:00,3.57,1
T1712.CFE,20171213,170018.IB,9.638356164383561,1899-12-30 00:00:00,2018-02-03 00:00:00,3.59,2
T1712.CFE,20171213,170020.IB,6.772602739726027,1899-12-30 00:00:00,2018-09-21 00:00:00,3.69,1
T1712.CFE,20171213,170025.IB,9.887671232876713,1899-12-30 00:00:00,2018-05-02 00:00:00,3.82,2
T1803.CFE,20180314,050004.IB,7.16986301369863,2017-11-15 00:00:00,2018-05-15 00:00:00,4.11,2
T1803.CFE,20180314,060009.IB,8.284931506849315,2017-12-26 00:00:00,2018-06-26 00:00:00,3.7,2
T1803.CFE,20180314,070013.IB,9.424657534246576,2018-02-16 00:00:00,2018-08-16 00:00:00,4.52,2
T1803.CFE,20180314,140029.IB,6.764383561643836,2017-12-18 00:00:00,2018-06-18 00:00:00,3.77,2
T1803.CFE,20180314,150005.IB,7.071232876712329,2017-10-09 00:00:00,2018-04-09 00:00:00,3.64,2
T1803.CFE,20180314,150016.IB,7.33972602739726,2018-01-16 00:00:00,2018-07-16 00:00:00,3.51,2
T1803.CFE,20180314,150023.IB,7.589041095890411,2017-10-15 00:00:00,2018-04-15 00:00:00,2.99,2
T1803.CFE,20180314,160004.IB,7.876712328767123,2018-01-28 00:00:00,2018-07-28 00:00:00,2.85,2
T1803.CFE,20180314,160010.IB,8.142465753424657,2017-11-05 00:00:00,2018-05-05 00:00:00,2.9,2
T1803.CFE,20180314,160017.IB,8.391780821917807,2018-02-04 00:00:00,2018-08-04 00:00:00,2.74,2
T1803.CFE,20180314,160023.IB,8.64109589041096,2017-11-03 00:00:00,2018-05-03 00:00:00,2.7,2
T1803.CFE,20180314,170004.IB,8.90958904109589,2018-02-09 00:00:00,2018-08-09 00:00:00,3.4,2
T1803.CFE,20180314,170010.IB,9.139726027397261,2017-11-04 00:00:00,2018-05-04 00:00:00,3.52,2
T1803.CFE,20180314,170018.IB,9.389041095890411,2018-02-03 00:00:00,2018-08-03 00:00:00,3.59,2
T1803.CFE,20180314,170020.IB,6.523287671232877,1899-12-30 00:00:00,2018-09-21 00:00:00,3.69,1
T1803.CFE,20180314,170025.IB,9.638356164383561,1899-12-30 00:00:00,2018-05-02 00:00:00,3.82,2
T1803.CFE,20180314,170027.IB,6.772602739726027,1899-12-30 00:00:00,2018-12-21 00:00:00,3.9,1
T1803.CFE,20180314,180004.IB,9.887671232876713,1899-12-30 00:00:00,2018-08-01 00:00:00,3.85,2
T1806.CFE,20180613,050004.IB,6.920547945205479,2018-05-15 00:00:00,2018-11-15 00:00:00,4.11,2
T1806.CFE,20180613,070013.IB,9.175342465753424,2018-02-16 00:00:00,2018-08-16 00:00:00,4.52,2
T1806.CFE,20180613,080013.IB,10.161643835616438,2018-02-11 00:00:00,2018-08-11 00:00:00,4.94,2
T1806.CFE,20180613,150005.IB,6.821917808219178,2018-04-09 00:00:00,2018-10-09 00:00:00,3.64,2
T1806.CFE,20180613,150016.IB,7.090410958904109,2018-01-16 00:00:00,2018-07-16 00:00:00,3.51,2
T1806.CFE,20180613,150023.IB,7.33972602739726,2018-04-15 00:00:00,2018-10-15 00:00:00,2.99,2
T1806.CFE,20180613,160004.IB,7.627397260273972,2018-01-28 00:00:00,2018-07-28 00:00:00,2.85,2
T1806.CFE,20180613,160010.IB,7.8931506849315065,2018-05-05 00:00:00,2018-11-05 00:00:00,2.9,2
T1806.CFE,20180613,160017.IB,8.142465753424657,2018-02-04 00:00:00,2018-08-04 00:00:00,2.74,2
T1806.CFE,20180613,160023.IB,8.391780821917807,2018-05-03 00:00:00,2018-11-03 00:00:00,2.7,2
T1806.CFE,20180613,170004.IB,8.66027397260274,2018-02-09 00:00:00,2018-08-09 00:00:00,3.4,2
T1806.CFE,20180613,170010.IB,8.89041095890411,2018-05-04 00:00:00,2018-11-04 00:00:00,3.52,2
T1806.CFE,20180613,170018.IB,9.139726027397261,2018-02-03 00:00:00,2018-08-03 00:00:00,3.59,2
T1806.CFE,20180613,170025.IB,9.389041095890411,2018-05-02 00:00:00,2018-11-02 00:00:00,3.82,2
T1806.CFE,20180613,170027.IB,6.523287671232877,1899-12-30 00:00:00,2018-12-21 00:00:00,3.9,1
T1806.CFE,20180613,180004.IB,9.638356164383561,1899-12-30 00:00:00,2018-08-01 00:00:00,3.85,2
T1806.CFE,20180613,180005.IB,6.734246575342466,1899-12-30 00:00:00,2019-03-08 00:00:00,3.77,1
T1806.CFE,20180613,180011.IB,9.926027397260274,1899-12-30 00:00:00,2018-11-17 00:00:00,3.69,2
T1809.CFE,20180919,050004.IB,6.652054794520548,2018-05-15 00:00:00,2018-11-15 00:00:00,4.11,2
T1809.CFE,20180919,060009.IB,7.767123287671232,2018-06-26 00:00:00,2018-12-26 00:00:00,3.7,2
T1809.CFE,20180919,070013.IB,8.906849315068493,2018-08-16 00:00:00,2019-02-16 00:00:00,4.52,2
T1809.CFE,20180919,080013.IB,9.893150684931507,2018-08-11 00:00:00,2019-02-11 00:00:00,4.94,2
T1809.CFE,20180919,150016.IB,6.821917808219178,2018-07-16 00:00:00,2019-01-16 00:00:00,3.51,2
T1809.CFE,20180919,150023.IB,7.071232876712329,2018-04-15 00:00:00,2018-10-15 00:00:00,2.99,2
T1809.CFE,20180919,160004.IB,7.358904109589041,2018-07-28 00:00:00,2019-01-28 00:00:00,2.85,2
T1809.CFE,20180919,160010.IB,7.624657534246575,2018-05-05 00:00:00,2018-11-05 00:00:00,2.9,2
T1809.CFE,20180919,160017.IB,7.873972602739726,2018-08-04 00:00:00,2019-02-04 00:00:00,2.74,2
T1809.CFE,20180919,160023.IB,8.123287671232877,2018-05-03 00:00:00,2018-11-03 00:00:00,2.7,2
T1809.CFE,20180919,170004.IB,8.391780821917807,2018-08-09 00:00:00,2019-02-09 00:00:00,3.4,2
T1809.CFE,20180919,170010.IB,8.621917808219179,2018-05-04 00:00:00,2018-11-04 00:00:00,3.52,2
T1809.CFE,20180919,170018.IB,8.871232876712329,2018-08-03 00:00:00,2019-02-03 00:00:00,3.59,2
T1809.CFE,20180919,170025.IB,9.12054794520548,2018-05-02 00:00:00,2018-11-02 00:00:00,3.82,2
T1809.CFE,20180919,180004.IB,9.36986301369863,2018-08-01 00:00:00,2019-02-01 00:00:00,3.85,2
T1809.CFE,20180919,180005.IB,6.465753424657534,1899-12-30 00:00:00,2019-03-08 00:00:00,3.77,1
T1809.CFE,20180919,180011.IB,9.657534246575342,1899-12-30 00:00:00,2018-11-17 00:00:00,3.69,2
T1809.CFE,20180919,180013.IB,6.715068493150685,1899-12-30 00:00:00,2019-06-07 00:00:00,3.61,1
T1809.CFE,20180919,180019.IB,9.906849315068493,1899-12-30 00:00:00,2019-02-16 00:00:00,3.54,2
T1809.CFE,20180919,180020.IB,6.964383561643835,1899-12-30 00:00:00,2019-09-06 00:00:00,3.6,1
T1812.CFE,20181219,150016.IB,6.572602739726028,2018-07-16 00:00:00,2019-01-16 00:00:00,3.51,2
T1812.CFE,20181219,150023.IB,6.821917808219178,2018-10-15 00:00:00,2019-04-15 00:00:00,2.99,2
T1812.CFE,20181219,160004.IB,7.109589041095891,2018-07-28 00:00:00,2019-01-28 00:00:00,2.85,2
T1812.CFE,20181219,160010.IB,7.375342465753425,2018-11-05 00:00:00,2019-05-05 00:00:00,2.9,2
T1812.CFE,20181219,160017.IB,7.624657534246575,2018-08-04 00:00:00,2019-02-04 00:00:00,2.74,2
T1812.CFE,20181219,160023.IB,7.873972602739726,2018-11-03 00:00:00,2019-05-03 00:00:00,2.7,2
T1812.CFE,20181219,170004.IB,8.142465753424657,2018-08-09 00:00:00,2019-02-09 00:00:00,3.4,2
T1812.CFE,20181219,170010.IB,8.372602739726027,2018-11-04 00:00:00,2019-05-04 00:00:00,3.52,2
T1812.CFE,20181219,170018.IB,8.621917808219179,2018-08-03 00:00:00,2019-02-03 00:00:00,3.59,2
T1812.CFE,20181219,170025.IB,8.871232876712329,2018-11-02 00:00:00,2019-05-02 00:00:00,3.82,2
T1812.CFE,20181219,180004.IB,9.12054794520548,2018-08-01 00:00:00,2019-02-01 00:00:00,3.85,2
T1812.CFE,20181219,180011.IB,9.408219178082192,2018-11-17 00:00:00,2019-05-17 00:00:00,3.69,2
T1812.CFE,20181219,180013.IB,6.465753424657534,1899-12-30 00:00:00,2019-06-07 00:00:00,3.61,1
T1812.CFE,20181219,180019.IB,9.657534246575342,1899-12-30 00:00:00,2019-02-16 00:00:00,3.54,2
T1812.CFE,20181219,180020.IB,6.715068493150685,1899-12-30 00:00:00,2019-09-06 00:00:00,3.6,1
T1812.CFE,20181219,180027.IB,9.926027397260274,1899-12-30 00:00:00,2019-05-22 00:00:00,3.25,2
T1812.CFE,20181219,180028.IB,6.964383561643835,1899-12-30 00:00:00,2019-12-06 00:00:00,3.22,1
T1903.CFE,20190313,150023.IB,6.5917808219178085,2018-10-15 00:00:00,2019-04-15 00:00:00,2.99,2
T1903.CFE,20190313,160004.IB,6.879452054794521,2019-01-28 00:00:00,2019-07-28 00:00:00,2.85,2
T1903.CFE,20190313,160010.IB,7.145205479452055,2018-11-05 00:00:00,2019-05-05 00:00:00,2.9,2
T1903.CFE,20190313,160017.IB,7.394520547945206,2019-02-04 00:00:00,2019-08-04 00:00:00,2.74,2
T1903.CFE,20190313,160023.IB,7.6438356164383565,2018-11-03 00:00:00,2019-05-03 00:00:00,2.7,2
T1903.CFE,20190313,170004.IB,7.912328767123288,2019-02-09 00:00:00,2019-08-09 00:00:00,3.4,2
T1903.CFE,20190313,170010.IB,8.142465753424657,2018-11-04 00:00:00,2019-05-04 00:00:00,3.52,2
T1903.CFE,20190313,170018.IB,8.391780821917807,2019-02-03 00:00:00,2019-08-03 00:00:00,3.59,2
T1903.CFE,20190313,170025.IB,8.64109589041096,2018-11-02 00:00:00,2019-05-02 00:00:00,3.82,2
T1903.CFE,20190313,180004.IB,8.89041095890411,2019-02-01 00:00:00,2019-08-01 00:00:00,3.85,2
T1903.CFE,20190313,180011.IB,9.178082191780822,2018-11-17 00:00:00,2019-05-17 00:00:00,3.69,2
